,Title,Review,Rating
19760,Good quality product,"Battery is good . But some time it is disconnect from dizo app i need to connect opening Dizo app
But other than it worth",4
19761,Really Nice,Very nice 👍,4
19762,Really Nice,Good,4
19763,Delightful,Dizo good one this,4
19764,Nice product,It's been 4 weeks since I bought it. I connected watch to phone for 2 weeks straight and not connected for another 2 weeks but till today I haven't charged my watch yet. It's awesome and worth for money.,4
19765,Good,"Does not have temperature reading and call pickup..
Also found calories calculation a bit haywire...
Over all product needs a lit to come to the terms with new age requirement.",3
19766,Value-for-money,Nice,4
19767,Really Nice,Good one,4
19768,Fair,Add more apps for making it more attractive and pls add calculater in next firmware update.,3
19769,Delightful,I love this 💕💕💕🥰🥰.,4
19770,Wonderful,Super quality,4
19771,Wonderful,"Good for basic use and activity
Value for this price

Negative : plastic body",4
19772,Good quality product,Superb 👌👌👌❤️,4
19773,Value-for-money,Good,4
19774,Worth the money,All good but the main prblm is dozo claim that 110+ sports mode but I can't find that much..and display could be better..battery life is good..,4
19775,Wonderful,Nyc smart watch,4
19776,Good quality product,As far it is working fine. Not using much.. will update full review later.,4
19777,Worth the money,Good....,4
19778,Mind-blowing purchase,Very good product is my best,5
19779,Worth the money,Nice product,4
19780,Pretty good,Super good🥰,4
19781,Nice product,Good.,4
19782,Pretty good,Awesome,4
19783,Delightful,Nice 👍🏼 watch,4
19784,Good choice,Good product.,4
19785,Wonderful,Good smart watch in this price segment,4
19786,Wonderful,Good Product Thanks Dizo Team's,4
19787,Delightful,Osm product ❤️✌️,4
19788,Very Good,Good product,4
19789,Value-for-money,Nice one,4
19790,Nice product,"It's a steal, took it on launch day for under 2k. So far it's awesome, battery too is upto 8-9 days. Resolution, feel, quality, ease of usage a ll good.
It may not be too accurate wen it comes to tracking. Over all good.",4
19791,Very Good,I love IT 🤩🥰😍😍,4
19792,Nice product,Nice one✨✨,4
19793,Really Nice,It's okay. I'll write the review after 2 weeks battery backup is also good. And also the all features are good.,4
19794,Good choice,Value for money,4
19795,Nice product,Watch is good But delevery is very slow,4
19796,Excellent,It's amazing watch,5
19797,Perfect product!,good,5
19798,Really Nice,"Awesome In My Budget ❤️ Just love it,
After 10 days
Battery 🔋: 10 days
Water testing : pass
❤️",4
19799,Wonderful,Awasome watch in this price thanks dizo,4
19800,Pretty good,Everything is good except screen. Screen is not scratch proof.,4
19801,Good choice,"Dizo watch 2 sports is good in budget. Good quality display better than dizo watch 2.
But on box import date December 2021 and product launch date is March 2022",4
19802,Good choice,"Nice build quality value for money product is so Good i like very much ...👍👍
#Heart'💜 rating accuracy is good
#Spo2 calculation ok🤔",4
19803,Worth the money,Tracking performance better ... battery super ... disigh best .... only tracking system low,4
19804,Really Nice,It was OK. Value for money.,4
19805,Worth the money,All good,4
19806,Delightful,Value for money.,4
19807,Good quality product,Nice product,4
19808,Delightful,Good product,4
19809,Pretty good,In this price range its a good smartwatch,4
19810,Pretty good,This watch ⌚ for value for money 🤑💰 others brand better watch ⌚ for dizo watch 2 sport???,4
19811,Nice product,"Waste of money..
After 15 days connecting issue..
Bkwas service..",4
19812,Very Good,Worth the money,4
19813,Really Nice,Good,4
19814,Nice product,"Simply awesome , battery back-up was good , especially watch faces was nice",4
19815,Very Good,It's awesome ...,4
19816,Wonderful,Good,4
19817,Value-for-money,"The watch is very good
Charging time is very long for 10 days excellent",4
19818,Good choice,"It's An Worthy Product 🙂
It's Awesome 😻",4
19819,Good quality product,Good,4
19820,Simply awesome,Super,5
19821,Not recommended at all,Colour is not good,1
19822,Delightful,Good product,4
19823,Good choice,Good product,4
19824,Pretty good,Nyc product,4
19825,Perfect product!,Nice,5
19826,Delightful,"I Purchased in 1999, Gud watch in this price but some of the features not working properly in iOS devices.
eg: call rejecting, camera etc.",4
19827,Wonderful,Awsome,4
19828,Good quality product,Very nice product i have used for 10 days excellent performance,4
19829,Wonderful,"Very good watch' and belt is very comfortably
Nyc looking in prise segment 1999/-",4
19830,Value-for-money,Good value for money.,4
19831,Pretty good,Nice product 👍,4
19832,Delightful,Good product,4
19833,Pretty good,Satisfied... 🙂,4
19834,Pretty good,This product is not bad,4
19835,Pretty good,This price range it's is the best watch love it,4
19836,Value-for-money,Best quality,4
19837,Good quality product,Ok good,4
19838,Worth the money,Loved the product ❤️,4
19839,Worth the money,Its quality is awesome. Looks are wonderful. But feaututes are less. Must buy it,4
19840,Good choice,Good 👍 😊,4
19841,Good quality product,Good,4
19842,Nice product,Ok,4
19843,Wonderful,Need an improved app.,4
19844,Really Nice,Nise,4
19845,Delightful,Nice product 👍🏼,4
19846,Nice product,Really good product,4
19847,Nice product,Nice product i lov it,4
19848,Pretty good,It's osm,4
19849,Must buy!,Best,5
19850,Wonderful,"Best smart watch in this price range.

Pros :
- Impressive battery time. Started using it from 10th March with 94%. It worked till 18th with whole day usage (Yes, i used battery save function and lower brightness etc)
- Lookwise, it's good watch.

Cons :
- Only con, i would say, it's activity tracking is not that accurate sometimes.",4
19851,Good quality product,All are good but heart rate didn't working properly,4
19852,Pretty good,Value for money,4
19853,Wonderful,Yea watch is very good and ya value for money and it has very good battery backup and also very good display quality😍😍😍😍😍😍😍😍😍,4
19854,Value-for-money,Superb 👍🏻👍🏻👍🏻,4
19855,Good quality product,Good working watch'☺️☺️,4
19856,Very Good,Very nice👍👍,4
19857,Must buy!,This product is work good,5
19858,Worth the money,Highly stylish watch for men,4
19859,Wonderful,best buy in this price range..sensors are very accurate and build quality is good.,4
19860,Value-for-money,"Good 👍
But some issues in heart rate monitor",4
19861,Wonderful,Nice watch,4
19862,Good quality product,MAIN CON I WILL SAY IS BODY TEMPERATURE SENSOR REST ALL IS QUITE IMPRESSIVE. USING THE WATCH SINCE LAST 10 DAYS AND I MUST SAY IT IS VERY ACCURATE SPECIALLY SLEEP TRACKING I LOVED IT.,4
19863,Value-for-money,Value For money product 👌,4
19864,Nice product,Nice watch and connectivity are discontinued,4
19865,Wonderful,"Watch design is good.
Heart rate & spo2 is working fine
Also the sleep monitoring
But the step counter is not working perfectly",4
19866,Really Nice,Good product,4
19867,Good quality product,superb,4
19868,Pretty good,Watch is really nice 👍 .,4
19869,Delightful,Good product,4
19870,Really Nice,Ok,4
19871,Pretty good,All good quality is osm,4
19872,Worth the money,Best smartwatch inthis price rang Love it,4
19873,Wonderful,Nice one,4
19874,Wonderful,"Awesome Product, value for money,",4
19875,Nice product,Nice working display very good,4
19876,Value-for-money,"Value for money
I Bought only 1999 rs
Its have many features like
5 ATM
💯 + sports mode
HR, Spo2, Reliable sensor

Go for this 👍",4
19877,Pretty good,Great value for money,4
19878,Slightly disappointed,This is waste material,2
19879,Worth the money,I am happy with the product.,4
19880,Very Good,Good product,4
19881,Good choice,Value for money in the price range of 1999,4
19882,Really Nice,Nyc,4
19883,Pretty good,"All of us, its really stylish and budget smart watch, i ordered on 8th March, 14days i feel the best experience",4
19884,Really Nice,Perfect watch,4
19885,Pretty good,Good 🙂,4
19886,Highly recommended,Dizo Watch so Good,5
19887,Worth the money,Super quality,4
19888,Good quality product,Good,4
19889,Wonderful,Good but it is Bluetooth features so i have 4stars,4
19890,Worth the money,Value for money 🤑💰🤑🤑,4
19891,Good quality product,good product,4
19892,Value-for-money,Nice,4
19893,Delightful,Nice watch,4
19894,Really Nice,Awesome 😎,4
19895,Wonderful,Good watch by dizo,4
19896,Wonderful,Battery life is good ..and value for money,4
19897,Worth the money,It's very good,4
19898,Delightful,Good product by dizo,4
19899,Value-for-money,"It's look very well and newly look
But it's battery give you 5-6 days battery backup",4
19900,Terrific,Good watch,5
19901,Value-for-money,It was osm watch I like this product display and colour was to good,4
19902,Good quality product,Nice watch,4
19903,Really Nice,Very nice watch love it light weight square shape and beautiful good battery backup overall nice 🤞🤞🤞,4
19904,Pretty good,Good,4
19905,Nice product,Worth,4
19906,Good choice,Nice watch,4
19907,Really Nice,Good smart watch adorable to this price loved it 😻,4
19908,Must buy!,delivery boy was very good and product also good,5
19909,Awesome,Best product,5
19910,Fabulous!,Good,5
19911,Delightful,Lightweight and good battery descent display... Worth for this price,4
19912,Nice product,Nice watch,4
19913,Nice product,Nice but bulcky,4
19914,Delightful,Nice watch,4
19915,Delightful,"Good build quality and very good display. Would prefer to be able to schedule donot disturb at night using app. It is a big disturbance to sleep. All other features are very good. Accurate sleep, heart rate tracking.",4
19916,Very Good,Good product,4
19917,Worth the money,Good,4
19918,Delightful,Realy nice,4
19919,Must buy!,"Nice product, value for money.",5
19920,Utterly Disappointed,Not working,1
19921,Worth the money,Nice,4
19922,Pretty good,Very good satisfied,4
19923,Terrible product,Don't buy worst product,1
19924,Good quality product,It's was a nice to product,4
19925,Very Good,"1. Battery- i have not charged yet , its been 10 days . Moderate user, so battery backup is good
2. Display- Display is very bright even in sunlight
3. Activity- need improvement in activity, it can measure heart rate or SPo2 of cucumber also as shown in picture, .
4. NOTIFICATION- Received instant notification of call or message
Overall its a good watch in this price range, to get all the notifications and also to get the knowledge of about activities.",4
